image_path,mask_path,series,split
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_1981.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_1981.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_2043.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_2043.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_2076.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_2076.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_2092.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_2092.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_2098.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_2098.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_236.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_236.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_238.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_238.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_269.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_269.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_319.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_319.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_407.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_407.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_417.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_417.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_429.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_429.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_489.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_489.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_541.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_541.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_551.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_551.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_573.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_573.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_702.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_702.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_748.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_748.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_750.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_750.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_781.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_781.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_785.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_785.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_819.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_819.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121837530038VAS_slice_975.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121837530038VAS_slice_975.png,202201121837530038VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_1030.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_1030.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_1152.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_1152.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_1160.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_1160.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_1306.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_1306.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_1312.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_1312.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_1408.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_1408.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_1411.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_1411.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_1429.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_1429.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_1479.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_1479.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_1533.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_1533.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_1685.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_1685.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_1696.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_1696.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_1790.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_1790.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_1845.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_1845.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_1860.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_1860.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_1933.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_1933.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_2011.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_2011.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_2055.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_2055.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_2087.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_2087.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_2089.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_2089.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_2150.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_2150.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_2206.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_2206.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_2207.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_2207.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_2272.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_2272.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_2288.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_2288.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_2305.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_2305.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_2450.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_2450.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_2452.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_2452.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_2475.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_2475.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_2531.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_2531.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_2553.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_2553.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_2562.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_2562.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_2742.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_2742.png,202201121847410041VAS,train
